arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,262605.099748653
24.0,4.639,32768,735075.3522136353
24.0,5.649,4096,1506753.1335842644
24.0,7.918,512,3706890.6776771825
24.0,16.772,64,6193866.19868673
