arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,68488.21374514012
34.0,4.639,32768,424454.55692453106
34.0,5.649,4096,158657.06628448667
34.0,7.918,512,57610.05943409536
34.0,16.772,64,44202.428643684274
