arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,559546.9058792122
32.0,4.639,32768,90188.29203394418
32.0,5.649,4096,119511.2408018593
32.0,7.918,512,99565.8001625056
32.0,16.772,64,64366.25272609863
