arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
22.0,4.073,262144,1883305.5219854796
22.0,4.639,32768,3832483.8283035196
22.0,5.649,4096,5306456.169410711
22.0,7.918,512,11900406.142442115
22.0,16.772,64,23314144.42334269
