arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,171912.1971094547
36.0,4.639,32768,125132.03487516695
36.0,5.649,4096,70478.87203978225
36.0,7.918,512,48015.28587856163
36.0,16.772,64,22600.409244082286
