arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
38.0,4.073,262144,221833.89856827562
38.0,4.639,32768,76927.92346736001
38.0,5.649,4096,73875.9537197321
38.0,7.918,512,56156.446326312354
38.0,16.772,64,31559.161855157054
