arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,237992.92069933508
40.0,4.639,32768,178084.63409850947
40.0,5.649,4096,67489.05766122387
40.0,7.918,512,27220.979152117216
40.0,16.772,64,17295.990518036255
