arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
26.0,4.073,262144,632190.7131862979
26.0,4.639,32768,892337.069710768
26.0,5.649,4096,3398011.9413446737
26.0,7.918,512,7991392.840202075
26.0,16.772,64,13163695.415973775
