arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
30.0,4.073,262144,168515.3090285865
30.0,4.639,32768,942229.7552948537
30.0,5.649,4096,1445524.0032237445
30.0,7.918,512,593712.7889291252
30.0,16.772,64,1540281.5668571768
