arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
20.0,4.073,262144,2125784.176698566
20.0,4.639,32768,4683622.782163183
20.0,5.649,4096,7062425.784235328
20.0,7.918,512,16075856.189252969
20.0,16.772,64,28135940.83191083
