arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,469012.2633439343
32.0,4.639,32768,112852.39442741124
32.0,5.649,4096,244317.9241030015
32.0,7.918,512,134404.08592003444
32.0,16.772,64,75065.24906373121
