arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
38.0,4.073,262144,88002.56301381228
38.0,4.639,32768,126795.73019624912
38.0,5.649,4096,123248.48593390509
38.0,7.918,512,47906.309855800835
38.0,16.772,64,28859.70869568853
