arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
40.0,4.073,262144,106038.59150328243
40.0,4.639,32768,73925.76809881654
40.0,5.649,4096,105543.51201281867
40.0,7.918,512,37633.02352987333
40.0,16.772,64,23829.902097994443
