arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
24.0,4.073,262144,670826.8740092334
24.0,4.639,32768,2269631.5610078652
24.0,5.649,4096,5091430.301388206
24.0,7.918,512,9705573.118027085
24.0,16.772,64,17133544.216424342
