arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
40.0,4.073,262144,91163.85640153667
40.0,4.639,32768,352130.73506298766
40.0,5.649,4096,88181.32780243219
40.0,7.918,512,40735.63087764813
40.0,16.772,64,25608.863114164204
