arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,400947.8849563868
26.0,4.639,32768,1069929.4614856627
26.0,5.649,4096,955630.191621215
26.0,7.918,512,2190839.522978349
26.0,16.772,64,4625519.9510256145
