arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,550401.5195482294
24.0,4.639,32768,935823.2078293421
24.0,5.649,4096,1282316.4733629527
24.0,7.918,512,2849478.9013314345
24.0,16.772,64,6176468.389653022
