arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
36.0,4.073,262144,122377.59763943726
36.0,4.639,32768,255517.35751607953
36.0,5.649,4096,154219.8692516629
36.0,7.918,512,64506.36977074435
36.0,16.772,64,40471.06341572951
