arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,660134.4564609546
24.0,4.639,32768,1185232.5924817456
24.0,5.649,4096,2087769.9058200833
24.0,7.918,512,3571602.5677762637
24.0,16.772,64,6092433.378451996
