arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
22.0,4.073,262144,1044387.2494467748
22.0,4.639,32768,3009679.157482737
22.0,5.649,4096,5486722.93745693
22.0,7.918,512,12693951.6490663
22.0,16.772,64,22952846.241225183
