arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,446297.8678360451
26.0,4.639,32768,427250.60109027347
26.0,5.649,4096,1152103.61763732
26.0,7.918,512,2191664.9423087006
26.0,16.772,64,4106206.452971891
