arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,294451.8184508291
34.0,4.639,32768,64588.39010998803
34.0,5.649,4096,120792.37796732044
34.0,7.918,512,59001.321714009086
34.0,16.772,64,44012.183949447455
