arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
34.0,4.073,262144,386594.89453043736
34.0,4.639,32768,174600.40400869638
34.0,5.649,4096,90175.67352118863
34.0,7.918,512,79300.46244505765
34.0,16.772,64,52000.4403539047
