arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,128459.42001659512
36.0,4.639,32768,103860.27574583076
36.0,5.649,4096,112343.63698047167
36.0,7.918,512,47313.57776579573
36.0,16.772,64,26689.66277419031
