arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
24.0,4.073,262144,1296480.931902587
24.0,4.639,32768,2160536.119198427
24.0,5.649,4096,4160137.931078007
24.0,7.918,512,9497912.268763805
24.0,16.772,64,18222299.145823285
