arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,1010659.0794832845
20.0,4.639,32768,1816693.5301346234
20.0,5.649,4096,2877821.8926610104
20.0,7.918,512,5078945.450330905
20.0,16.772,64,10012129.526456397
