arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
28.0,4.073,262144,402223.44293563993
28.0,4.639,32768,497737.3977470449
28.0,5.649,4096,1708465.6875793554
28.0,7.918,512,5071300.537266846
28.0,16.772,64,8169885.494842263
