arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,254211.781570013
30.0,4.639,32768,162561.31071383497
30.0,5.649,4096,1026604.8350446242
30.0,7.918,512,573115.6550461695
30.0,16.772,64,883281.5720006843
