arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,308346.93799030985
24.0,4.639,32768,652556.8938399164
24.0,5.649,4096,1697112.1294033579
24.0,7.918,512,3696219.7623563996
24.0,16.772,64,6731714.98752309
