arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
40.0,4.073,262144,66538.94376228105
40.0,4.639,32768,114504.61323457671
40.0,5.649,4096,69856.05505609374
40.0,7.918,512,43402.68937519886
40.0,16.772,64,23123.079855417185
