arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,201743.00546983036
26.0,4.639,32768,437398.1261974038
26.0,5.649,4096,1198588.472704873
26.0,7.918,512,2561927.454853084
26.0,16.772,64,4184069.7813696894
