arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,96616.27101063257
30.0,4.639,32768,334291.2840861993
30.0,5.649,4096,593046.2799740001
30.0,7.918,512,469850.48830346024
30.0,16.772,64,443504.572692323
