arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,311994.6283736308
22.0,4.639,32768,1181231.365711646
22.0,5.649,4096,1991136.7705496778
22.0,7.918,512,4034236.5127779753
22.0,16.772,64,8288028.886331478
