arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,135849.98435406608
38.0,4.639,32768,169137.79696744308
38.0,5.649,4096,112383.51488986274
38.0,7.918,512,37006.98847515156
38.0,16.772,64,23245.320862487573
