arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,157666.1762490611
24.0,4.639,32768,976335.998076994
24.0,5.649,4096,1779212.8251145224
24.0,7.918,512,3001620.1057257396
24.0,16.772,64,6669653.575078919
