arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,954181.7827243402
22.0,4.639,32768,1223860.0969722806
22.0,5.649,4096,1631325.972126969
22.0,7.918,512,3938522.8106971784
22.0,16.772,64,8695262.073121719
