arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
32.0,4.073,262144,710559.2165407469
32.0,4.639,32768,186545.767941811
32.0,5.649,4096,259323.68506945137
32.0,7.918,512,184875.009955375
32.0,16.772,64,176881.17111213392
