arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
30.0,4.073,262144,434148.0764278474
30.0,4.639,32768,1245221.4521839076
30.0,5.649,4096,316939.330853714
30.0,7.918,512,1528814.9607195763
30.0,16.772,64,1370180.6022557756
