arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,736160.1781018856
22.0,4.639,32768,1289308.5963511607
22.0,5.649,4096,2223371.7947331704
22.0,7.918,512,3930932.8968225853
22.0,16.772,64,8487535.551877353
