arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,466673.6944739868
24.0,4.639,32768,685502.3637216723
24.0,5.649,4096,1753710.9669837274
24.0,7.918,512,3416510.2886391254
24.0,16.772,64,6386111.646554576
