arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
20.0,4.073,262144,1732774.3197058295
20.0,4.639,32768,4121845.787145851
20.0,5.649,4096,8156818.244447831
20.0,7.918,512,14205440.411882414
20.0,16.772,64,28764236.339854583
