arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
32.0,4.073,262144,989109.6309075147
32.0,4.639,32768,477022.0290185769
32.0,5.649,4096,271622.0901491629
32.0,7.918,512,148408.29803282564
32.0,16.772,64,183292.6774969475
