arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
34.0,4.073,262144,385256.2037969019
34.0,4.639,32768,451712.12323779846
34.0,5.649,4096,125203.4876031814
34.0,7.918,512,126703.98616065715
34.0,16.772,64,56518.42285485326
