arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
40.0,4.073,262144,156390.40322538977
40.0,4.639,32768,119351.71612926226
40.0,5.649,4096,98217.87351088396
40.0,7.918,512,37551.458666741564
40.0,16.772,64,23488.069844071906
