arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
32.0,4.073,262144,150041.30733568006
32.0,4.639,32768,648386.4785689164
32.0,5.649,4096,260100.5048091987
32.0,7.918,512,168669.36496590008
32.0,16.772,64,234077.96304863898
