arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,177126.394193525
28.0,4.639,32768,568559.8537401317
28.0,5.649,4096,829548.8306875009
28.0,7.918,512,1377708.210616094
28.0,16.772,64,2743901.3123354125
