arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
30.0,4.073,262144,106005.8115482354
30.0,4.639,32768,789355.8658456907
30.0,5.649,4096,1056955.6477336218
30.0,7.918,512,1431879.7301037542
30.0,16.772,64,1060957.5127416742
