arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,590517.5290175559
22.0,4.639,32768,1366075.048635323
22.0,5.649,4096,2612749.3614231353
22.0,7.918,512,4123698.975961752
22.0,16.772,64,8062615.251878263
