arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
24.0,4.073,262144,443554.11653371004
24.0,4.639,32768,2184153.8908820045
24.0,5.649,4096,5054218.427306936
24.0,7.918,512,9434162.896774309
24.0,16.772,64,17787315.45536175
