arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
38.0,4.073,262144,301299.5853299503
38.0,4.639,32768,228394.11215484518
38.0,5.649,4096,69676.13293660893
38.0,7.918,512,47028.05075696844
38.0,16.772,64,29857.104162996115
