arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
24.0,4.073,262144,864259.1299078072
24.0,4.639,32768,2026329.0080821032
24.0,5.649,4096,4265871.052402779
24.0,7.918,512,10448282.124724811
24.0,16.772,64,18491051.981753122
