arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
34.0,4.073,262144,436216.29425664514
34.0,4.639,32768,125229.9315579147
34.0,5.649,4096,99791.4812947478
34.0,7.918,512,95034.58865065919
34.0,16.772,64,55283.610717824864
