arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
36.0,4.073,262144,389938.4294641912
36.0,4.639,32768,208526.81718906085
36.0,5.649,4096,106008.1221463714
36.0,7.918,512,61025.25448533583
36.0,16.772,64,49055.927817135416
