arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
20.0,4.073,262144,3332647.876048413
20.0,4.639,32768,4544709.056937639
20.0,5.649,4096,7667583.586099469
20.0,7.918,512,14916820.58969853
20.0,16.772,64,28182005.301295258
