arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
38.0,4.073,262144,104887.790504901
38.0,4.639,32768,322911.1296363134
38.0,5.649,4096,67959.29978303191
38.0,7.918,512,49963.847199750344
38.0,16.772,64,27486.35123111105
