arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,93296.84851590647
38.0,4.639,32768,79147.59904128489
38.0,5.649,4096,44879.24415584558
38.0,7.918,512,37472.06608928843
38.0,16.772,64,20755.541501006424
