arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,310702.1478699496
28.0,4.639,32768,706146.6433758643
28.0,5.649,4096,1241709.4564019395
28.0,7.918,512,1239452.8706699582
28.0,16.772,64,2791220.486785127
