arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,605818.4058164625
30.0,4.639,32768,329010.4227087647
30.0,5.649,4096,429639.0221127499
30.0,7.918,512,595724.401460944
30.0,16.772,64,738104.3422978895
