arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
26.0,4.073,262144,930099.5509895701
26.0,4.639,32768,1221971.9292279182
26.0,5.649,4096,3552108.611712767
26.0,7.918,512,6729773.834698607
26.0,16.772,64,13044109.078468947
