arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
32.0,4.073,262144,227972.24860276305
32.0,4.639,32768,282019.85717321397
32.0,5.649,4096,261468.18605138178
32.0,7.918,512,237150.81799985425
32.0,16.772,64,153193.1829945445
