arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,138712.8465752181
36.0,4.639,32768,267006.6130342093
36.0,5.649,4096,70938.38988164307
36.0,7.918,512,70830.3149505916
36.0,16.772,64,37888.59126438986
