arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
32.0,4.073,262144,1159166.2610790567
32.0,4.639,32768,244249.75835197873
32.0,5.649,4096,336390.4750970217
32.0,7.918,512,170239.1651500911
32.0,16.772,64,123145.15291719767
