arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
34.0,4.073,262144,598985.6193390623
34.0,4.639,32768,320633.7501199772
34.0,5.649,4096,172908.8048972637
34.0,7.918,512,89752.44727582642
34.0,16.772,64,50136.12810140009
