arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,939006.5151142456
26.0,4.639,32768,632492.2258360176
26.0,5.649,4096,1031400.6597733976
26.0,7.918,512,2802579.45175565
26.0,16.772,64,4346877.518072484
